학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000013333,진주외국어고등학교,고등학교,1970-12-26,사립,본교,운영,경상남도 진주시 일반성면 개암리 884,경상남도 진주시 일반성면 동부로 2014-6,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2020-09-22,35.16965618,128.281668,2021-03-25,7001220,한국교원대학교
B000022925,용남고등학교,고등학교,1991-03-09,공립,본교,운영,충청남도 계룡시 신도안면 남선리 1278,충청남도 계룡시 신도안면 신도안1길 32,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2020-09-22,36.29430921,127.2447646,2021-03-25,7001220,한국교원대학교
B000010931,장곡중학교,중학교,2001-03-06,공립,본교,운영,경상북도 칠곡군 석적읍 중리 246,경상북도 칠곡군 석적읍 남중리8길 13,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2013-11-29,2020-09-22,36.07345548,128.4150883,2021-03-25,7001220,한국교원대학교
B000011284,대정중학교,중학교,1946-11-08,공립,본교,운영,제주특별자치도 서귀포시 대정읍 하모리 778,제주특별자치도 서귀포시 대정읍 비행장로 18,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2013-11-29,2020-09-22,33.21996162,126.2532327,2021-03-25,7001220,한국교원대학교
B000008177,안천중학교,중학교,1991-03-01,공립,본교,운영,서울특별시 금천구 독산동 1089,서울특별시 금천구 한내로 69-44,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.45952426,126.8874988,2021-03-25,7001220,한국교원대학교
B000003367,대전동광초등학교,초등학교,1936-04-13,공립,본교,운영,대전광역시 동구 자양동 94-3,대전광역시 동구 백룡로11번길 20,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.3373476,127.4495505,2021-03-25,7001220,한국교원대학교
B000012725,봉일천고등학교,고등학교,2007-03-06,공립,본교,운영,경기도 파주시 조리읍 봉일천리 254-2,경기도 파주시 조리읍 소곡로 54,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2020-09-22,37.74699036,126.8162726,2021-03-25,7001220,한국교원대학교
B000009526,안성중학교,중학교,1939-03-24,공립,본교,운영,경기도 안성시 금산동 33-12,경기도 안성시 금산길 43,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2020-09-22,37.01331333,127.2704648,2021-03-25,7001220,한국교원대학교
B000002131,서울잠일초등학교,초등학교,1976-03-12,공립,본교,운영,서울특별시 송파구 잠실동 19-1,서울특별시 송파구 올림픽로 95,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.51474166,127.0816362,2021-03-25,7001220,한국교원대학교
B000008476,태종대중학교,중학교,1974-12-21,공립,본교,운영,부산광역시 영도구 동삼동 523-1,부산광역시 영도구 함지로79번길 9,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.07367396,129.0649205,2021-03-25,7001220,한국교원대학교
B000002570,혜화초등학교,초등학교,1965-01-27,사립,본교,운영,부산광역시 동래구 명장동 산12,부산광역시 동래구 명장로99번길 25,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.20226047,129.1132938,2021-03-25,7001220,한국교원대학교
B000002601,연신초등학교,초등학교,1984-03-01,공립,본교,운영,부산광역시 연제구 연산동 302-1,부산광역시 연제구 신금로23번길 30,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.19248231,129.0931595,2021-03-25,7001220,한국교원대학교
B000011331,홍익디자인고등학교,고등학교,1968-03-01,사립,본교,운영,서울특별시 마포구 연남동 369-1,서울특별시 마포구 성미산로 111,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.56351064,126.9191663,2021-03-25,7001220,한국교원대학교
B000011107,한림중학교,중학교,1952-06-20,사립,본교,운영,경상남도 김해시 한림면 장방리 346,경상남도 김해시 한림면 한림로365번길 33,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.32172162,128.7996056,2021-03-25,7001220,한국교원대학교
B000012051,영락고등학교,고등학교,1959-04-09,사립,본교,운영,서울특별시 관악구 봉천동 1558-1,서울특별시 관악구 청룡16길 25,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.47654259,126.9454164,2021-03-25,7001220,한국교원대학교
B000008271,오주중학교,중학교,1984-09-01,공립,본교,운영,서울특별시 송파구 오금동 59,서울특별시 송파구 동남로 281,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.50150661,127.1362653,2021-03-25,7001220,한국교원대학교
B000005363,남이초등학교,초등학교,1923-10-22,공립,본교,운영,충청북도 청주시 서원구 남이면 대련리 255,충청북도 청주시 서원구 남이면 대련길 61,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2020-09-22,36.5770968,127.4542168,2021-03-25,7001220,한국교원대학교
B000023774,심인중학교,중학교,1955-05-15,사립,본교,운영,대구광역시 달성군 다사읍 죽곡리 820,대구광역시 달성군 다사읍 대실역남로1길 21,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2021-03-23,35.85308854,128.4678979,2021-03-25,7001220,한국교원대학교
B000024035,대구대실초등학교,초등학교,2016-03-01,공립,본교,운영,대구광역시 달성군 다사읍 죽곡리 820,대구광역시 달성군 다사읍 대실역남로1길 31,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2020-09-22,35.85308854,128.4678979,2021-03-25,7001220,한국교원대학교
B000008732,용산중학교,중학교,1985-03-01,공립,본교,운영,대구광역시 달서구 용산동 888,대구광역시 달서구 와룡로45길 72,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.85416455,128.5323609,2021-03-25,7001220,한국교원대학교
B000003306,송정중앙초등학교,초등학교,1967-10-14,공립,본교,운영,광주광역시 광산구 소촌동 432,광주광역시 광산구 어등대로653번길 90,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.14784781,126.795011,2021-03-25,7001220,한국교원대학교
B000012687,일산대진고등학교,고등학교,1995-03-01,사립,본교,운영,경기도 고양시 일산서구 대화동 2097,경기도 고양시 일산서구 대산로 246,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.68047139,126.7515967,2021-03-25,7001220,한국교원대학교
B000004746,연곡초등학교,초등학교,1958-04-01,공립,본교,운영,경기도 양주시 백석읍 연곡리 산58-2,경기도 양주시 백석읍 월암로170번길 107,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2020-09-22,37.80715791,126.9611638,2021-03-25,7001220,한국교원대학교
B000012878,보은고등학교,고등학교,1976-03-06,사립,본교,운영,충청북도 보은군 보은읍 죽전리 61,충청북도 보은군 보은읍 보은로 17,8000000,충청북도교육청,8051000,충청북도보은교육지원청,2013-11-29,2020-09-22,36.47530948,127.7205512,2021-03-25,7001220,한국교원대학교
B000008611,센텀중학교,중학교,2006-03-01,공립,본교,운영,부산광역시 해운대구 재송동 1206,부산광역시 해운대구 센텀북대로 32,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.17536656,129.1237586,2021-03-25,7001220,한국교원대학교
B000007703,진례초등학교,초등학교,1926-03-01,공립,본교,운영,경상남도 김해시 진례면 초전리 530-2,경상남도 김해시 진례면 송현로 74-12,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.24774012,128.756134,2021-03-25,7001220,한국교원대학교
B000025211,인천연송고등학교,고등학교,2013-03-01,공립,본교,운영,인천광역시 연수구 송도동 15-4,인천광역시 연수구 컨벤시아대로42번길 72,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-22,37.40316747,126.6467361,2021-03-25,7001220,한국교원대학교
B000009473,광명북중학교,중학교,1986-03-01,공립,본교,운영,경기도 광명시 철산동 59,경기도 광명시 시청로 121,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.48714374,126.8657712,2021-03-25,7001220,한국교원대학교
B000004866,반곡초등학교,초등학교,2008-05-23,공립,본교,운영,강원도 원주시 반곡동 1450-1,강원도 원주시 동부순환로 247,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2020-09-22,37.33734175,127.9730349,2021-03-25,7001220,한국교원대학교
B000009853,정선중학교,중학교,1946-07-16,공립,본교,운영,강원도 정선군 정선읍 봉양리 153-1,강원도 정선군 정선읍 봉양4길 15,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,2020-09-22,37.37821677,128.6609171,2021-03-25,7001220,한국교원대학교
B000008942,광주서광중학교,중학교,1970-03-05,공립,본교,운영,광주광역시 남구 백운동 614-1,광주광역시 남구 진다리로24번길 13,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.13634616,126.9042624,2021-03-25,7001220,한국교원대학교
B000012515,과천여자고등학교,고등학교,1976-03-02,사립,본교,운영,경기도 과천시 중앙동 11-4,경기도 과천시 희망길 36,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2020-09-22,37.43264355,126.9881073,2021-03-25,7001220,한국교원대학교
B000011858,과천외국어고등학교,고등학교,1990-03-05,사립,본교,운영,경기도 과천시 중앙동 11-4,경기도 과천시 희망길 36,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2020-09-22,37.43264355,126.9881073,2021-03-25,7001220,한국교원대학교
B000004281,하안북초등학교,초등학교,1989-10-12,공립,본교,운영,경기도 광명시 하안동 684-1,경기도 광명시 가림로 18,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.46470851,126.8691342,2021-03-25,7001220,한국교원대학교
B000004889,동화초등학교,초등학교,2004-03-01,공립,본교,운영,강원도 원주시 문막읍 동화리 1534-2,강원도 원주시 문막읍 왕건로 83,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2020-09-22,37.3274788,127.8285781,2021-03-25,7001220,한국교원대학교
B000007665,구봉초등학교,초등학교,1980-05-14,공립,본교,운영,경상남도 김해시 구산동 199,경상남도 김해시 구지로 99-26,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.24083851,128.8737724,2021-03-25,7001220,한국교원대학교
B000008491,두송중학교,중학교,2006-03-03,공립,본교,운영,부산광역시 사하구 다대동 1580,부산광역시 사하구 다송로 76,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.06065932,128.9829531,2021-03-25,7001220,한국교원대학교
B000011354,서울로봇고등학교,고등학교,1994-01-04,공립,본교,운영,서울특별시 강남구 일원동 738,서울특별시 강남구 광평로20길 63,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.48073174,127.0845761,2021-03-25,7001220,한국교원대학교
B000012069,은광여자고등학교,고등학교,1946-10-15,사립,본교,운영,서울특별시 강남구 도곡동 938-10,서울특별시 강남구 남부순환로359길 36,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.48837857,127.0352324,2021-03-25,7001220,한국교원대학교
B000008555,부곡여자중학교,중학교,1981-10-14,공립,본교,운영,부산광역시 금정구 부곡동 717-1,부산광역시 금정구 가마실로 56,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.22332989,129.0953419,2021-03-25,7001220,한국교원대학교
B000002843,대구옥산초등학교,초등학교,1956-07-04,공립,본교,운영,대구광역시 북구 칠성동2가 395-1,대구광역시 북구 칠성시장로23길 55,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.8808955,128.5978756,2021-03-25,7001220,한국교원대학교
B000008626,한바다중학교,중학교,1969-10-10,공립,본교,운영,부산광역시 수영구 광안동 154-1,부산광역시 수영구 광안로21번가길 57,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.15729241,129.1176119,2021-03-25,7001220,한국교원대학교
B000002138,서울가주초등학교,초등학교,1996-11-08,공립,본교,운영,서울특별시 송파구 가락동 140-6,서울특별시 송파구 오금로40길 37,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.49656722,127.1292617,2021-03-25,7001220,한국교원대학교
B000013464,선덕고등학교,고등학교,1983-03-05,사립,본교,운영,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.65634868,127.0268766,2021-03-25,7001220,한국교원대학교
B000007532,상일초등학교,초등학교,1995-09-01,공립,본교,운영,경상남도 창원시 마산회원구 내서읍 중리 1053,경상남도 창원시 마산회원구 내서읍 광려천서로 21,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.24457516,128.5069525,2021-03-25,7001220,한국교원대학교
B000007302,입암초등학교,초등학교,1933-05-15,공립,본교,운영,경상북도 영양군 입암면 신구리 272,경상북도 영양군 입암면 입암로 162,8750000,경상북도교육청,8891000,경상북도영양교육지원청,2013-11-29,2020-09-22,36.59971644,129.0873689,2021-03-25,7001220,한국교원대학교
B000009037,대전변동중학교,중학교,1983-11-04,공립,본교,운영,대전광역시 서구 변동 54-1,대전광역시 서구 도산로181번길 39,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.3247386,127.3757901,2021-03-25,7001220,한국교원대학교
B000012723,문산제일고등학교,고등학교,1942-04-26,공립,본교,운영,경기도 파주시 야동동 361,경기도 파주시 평화로 190,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2020-09-22,37.77260399,126.7628873,2021-03-25,7001220,한국교원대학교
B000011404,대구서부공업고등학교,고등학교,1997-03-07,공립,본교,운영,대구광역시 서구 내당동 456-1,대구광역시 서구 당산로 228,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.85749282,128.5482964,2021-03-25,7001220,한국교원대학교
B000004254,오산고현초등학교,초등학교,2007-09-01,공립,본교,운영,경기도 오산시 고현동 92,경기도 오산시 남부대로 459,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2020-09-22,37.1334449,127.0851451,2021-03-25,7001220,한국교원대학교
B000012814,상동고등학교,고등학교,1955-12-31,공립,본교,운영,강원도 영월군 상동읍 천평리 414,강원도 영월군 상동읍 태백산로 3147,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2020-09-22,37.12525841,128.8224544,2021-03-25,7001220,한국교원대학교
B000023752,운남중학교,중학교,2021-03-01,공립,본교,운영,경상북도 김천시 율곡동 370,경상북도 김천시 우래1길 7,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2013-11-29,2021-03-22,36.12213188,128.1791173,2021-03-25,7001220,한국교원대학교
B000007834,신명초등학교,초등학교,2004-03-01,공립,본교,운영,경상남도 양산시 평산동 570-49,경상남도 양산시 신명로 108,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2020-09-22,35.38832306,129.142633,2021-03-25,7001220,한국교원대학교
B000003173,길상초등학교,초등학교,1920-07-10,공립,본교,운영,인천광역시 강화군 길상면 온수리 527-3,인천광역시 강화군 길상면 삼랑성길 22,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2020-09-22,37.63846399,126.4904289,2021-03-25,7001220,한국교원대학교
B000013537,서대전여자고등학교,고등학교,1984-03-02,사립,본교,운영,대전광역시 서구 도마동 420-3,대전광역시 서구 배재로197번길 20,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.32773715,127.369556,2021-03-25,7001220,한국교원대학교
B000012168,부산남일고등학교,고등학교,1985-03-05,공립,본교,운영,부산광역시 수영구 망미동 920-10,부산광역시 수영구 망미배산로48번길 85-23,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.17856564,129.1011712,2021-03-25,7001220,한국교원대학교
B000003348,대전흥룡초등학교,초등학교,1979-10-02,공립,본교,운영,대전광역시 동구 가양동 399-1,대전광역시 동구 동대전로256번길 21,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.34556389,127.4479362,2021-03-25,7001220,한국교원대학교
B000008352,세화여자중학교,중학교,1978-03-01,사립,본교,운영,서울특별시 서초구 반포동 13,서울특별시 서초구 신반포로 56-7,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.5019828,126.99423,2021-03-25,7001220,한국교원대학교
B000009395,대흥중학교,중학교,1995-03-03,공립,본교,운영,경기도 시흥시 대야동 377-70,경기도 시흥시 서해안로 1587,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-22,37.44744016,126.784073,2021-03-25,7001220,한국교원대학교
B000005886,응봉초등학교,초등학교,1934-06-16,공립,본교,운영,충청남도 예산군 응봉면 증곡리 436,충청남도 예산군 응봉면 예당로 1504,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2013-11-29,2020-09-22,36.65638487,126.7704003,2021-03-25,7001220,한국교원대학교
B000013517,상인고등학교,고등학교,2001-03-05,공립,본교,운영,대구광역시 달서구 상인동 1562,대구광역시 달서구 상인로 24,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.81045198,128.5512978,2021-03-25,7001220,한국교원대학교
B000013071,영흥고등학교,고등학교,1980-10-18,사립,본교,운영,전라남도 목포시 상동 55,전라남도 목포시 삼각로43번길 9,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2013-11-29,2020-09-22,34.80525243,126.416556,2021-03-25,7001220,한국교원대학교
B000003277,화정남초등학교,초등학교,1992-04-06,공립,본교,운영,광주광역시 서구 화정동 929-1,광주광역시 서구 염화로 37,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.13785632,126.8716253,2021-03-25,7001220,한국교원대학교
B000008399,인헌중학교,중학교,1971-01-16,공립,본교,운영,서울특별시 관악구 봉천동 1647,서울특별시 관악구 인헌9길 35,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.47269621,126.9688402,2021-03-25,7001220,한국교원대학교
B000013288,마산여자고등학교,고등학교,1915-03-21,공립,본교,운영,경상남도 창원시 마산합포구 완월동 300,경상남도 창원시 마산합포구 고운로 157,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.19593834,128.5614097,2021-03-25,7001220,한국교원대학교
B000004097,소래초등학교,초등학교,1920-07-04,공립,본교,운영,경기도 시흥시 신천동 704-2,경기도 시흥시 호현로27번길 14,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-22,37.44407883,126.7835268,2021-03-25,7001220,한국교원대학교
B000008752,북동중학교,중학교,2005-03-24,공립,본교,운영,대구광역시 달성군 논공읍 남리 318,대구광역시 달성군 논공읍 논공로7길 43,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2020-09-22,35.73243383,128.4374066,2021-03-25,7001220,한국교원대학교
B000008751,논공중학교,중학교,1998-03-01,공립,본교,운영,대구광역시 달성군 논공읍 남리 717-5,대구광역시 달성군 논공읍 논공로 256,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2020-09-22,35.72382525,128.4572009,2021-03-25,7001220,한국교원대학교
B000003550,청솔초등학교,초등학교,2007-03-01,공립,본교,운영,울산광역시 남구 달동 813,울산광역시 남구 삼산로94번길 20,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.53318138,129.3178478,2021-03-25,7001220,한국교원대학교
B000008255,성심여자중학교,중학교,1957-05-25,사립,본교,운영,서울특별시 용산구 원효로4가 1-1,서울특별시 용산구 원효로19길 49,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.53420937,126.9545934,2021-03-25,7001220,한국교원대학교
B000022928,용남중학교,중학교,1989-09-01,공립,본교,운영,충청남도 계룡시 신도안면 남선리 1319,충청남도 계룡시 신도안면 신도안2길 66,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2020-09-22,36.30064433,127.2441239,2021-03-25,7001220,한국교원대학교
B000008689,구암중학교,중학교,1995-03-01,공립,본교,운영,대구광역시 북구 구암동 694-2,대구광역시 북구 태암로 85,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.92751351,128.5571252,2021-03-25,7001220,한국교원대학교
B000008015,신촌초등학교,초등학교,1945-09-01,공립,본교,운영,제주특별자치도 제주시 조천읍 신촌리 1828,제주특별자치도 제주시 조천읍 신북로 51,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2020-09-22,33.53447338,126.6195153,2021-03-25,7001220,한국교원대학교
B000005217,간성초등학교,초등학교,1910-06-13,공립,본교,운영,강원도 고성군 간성읍 신안리 192,강원도 고성군 간성읍 간성로 39,7800000,강원도교육청,7971000,강원도고성교육지원청,2013-11-29,2020-09-22,38.37894215,128.4706698,2021-03-25,7001220,한국교원대학교
B000004915,모산초등학교,초등학교,1941-09-28,공립,본교,운영,강원도 강릉시 장현동 54-1,강원도 강릉시 모산로224번길 3,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2020-09-22,37.73184003,128.9017805,2021-03-25,7001220,한국교원대학교
B000007944,가조초등학교,초등학교,1922-04-01,공립,본교,운영,경상남도 거창군 가조면 마상리 336-4,경상남도 거창군 가조면 가조가야로 1087,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2020-09-22,35.71149883,128.0136443,2021-03-25,7001220,한국교원대학교
B000009475,하안중학교,중학교,1993-03-01,공립,본교,운영,경기도 광명시 하안동 25,경기도 광명시 안현로 80-1,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.46738575,126.8807721,2021-03-25,7001220,한국교원대학교
B000011530,두원공업고등학교,고등학교,1990-10-10,사립,본교,운영,경기도 안성시 미양면 신기리 203-4,경기도 안성시 미양면 미양로 727,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2020-09-22,36.99677795,127.2417999,2021-03-25,7001220,한국교원대학교
B000026572,솔빛초등학교,초등학교,2019-03-01,공립,본교,운영,세종특별자치시 반곡동 42-9,세종특별자치시 반곡2길 21,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2020-09-22,36.49576022,127.3122737,2021-03-25,7001220,한국교원대학교
B000002940,대구하빈초등학교,초등학교,1924-04-15,공립,본교,운영,대구광역시 달성군 하빈면 현내리 855-3,대구광역시 달성군 하빈면 하빈로 391-1,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2020-09-22,35.90163733,128.4421117,2021-03-25,7001220,한국교원대학교
B000002765,대구효목초등학교,초등학교,1969-06-10,공립,본교,운영,대구광역시 동구 효목동 633,대구광역시 동구 화랑로27길 25,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8760038,128.6415759,2021-03-25,7001220,한국교원대학교
B000012260,숭덕여자고등학교,고등학교,1986-03-01,사립,본교,운영,인천광역시 남동구 만수동 5-213,인천광역시 남동구 만수로73번길 20-23,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-22,37.46428211,126.7339171,2021-03-25,7001220,한국교원대학교
B000011443,산마을고등학교,고등학교,1999-12-01,사립,본교,운영,인천광역시 강화군 양도면 삼흥리 460,인천광역시 강화군 양도면 강화남로1002번길 73-29,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2020-09-22,37.68636257,126.4255653,2021-03-25,7001220,한국교원대학교
B000013509,대구서부고등학교,고등학교,1997-03-01,공립,본교,운영,대구광역시 서구 평리동 1070-48,대구광역시 서구 국채보상로53길 32,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.87365309,128.5602007,2021-03-25,7001220,한국교원대학교
B000013194,안동여자고등학교,고등학교,1942-05-01,공립,본교,운영,경상북도 안동시 법상동 23-1,경상북도 안동시 법상윗3길 32,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2020-09-22,36.57303974,128.7256251,2021-03-25,7001220,한국교원대학교
B000003521,남목초등학교,초등학교,1921-05-09,공립,본교,운영,울산광역시 동구 서부동 370,울산광역시 동구 옥류로 33,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.54248574,129.4247502,2021-03-25,7001220,한국교원대학교
B000026417,청완초등학교,초등학교,1970-11-19,공립,본교,운영,전라북도 완주군 봉동읍 둔산리 864-14,전라북도 완주군 봉동읍 완주산단9로 80,8320000,전라북도교육청,8391000,전라북도완주교육지원청,2013-11-29,2021-03-23,35.96359933,127.1204786,2021-03-25,7001220,한국교원대학교
B000002787,대구대청초등학교,초등학교,1987-12-18,공립,본교,운영,대구광역시 수성구 만촌동 873,대구광역시 수성구 교학로12길 42,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.85090611,128.6501674,2021-03-25,7001220,한국교원대학교
B000007531,호계초등학교,초등학교,2002-09-01,공립,본교,운영,경상남도 창원시 마산회원구 내서읍 호계리 71-1,경상남도 창원시 마산회원구 내서읍 광려천북로 182,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.26562301,128.5228101,2021-03-25,7001220,한국교원대학교
B000022834,인천청람초등학교,초등학교,2013-03-01,공립,본교,운영,인천광역시 서구 청라동 149-1,인천광역시 서구 청라커낼로 336,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2020-09-22,37.53869636,126.6453133,2021-03-25,7001220,한국교원대학교
B000002692,반산초등학교,초등학교,1990-03-01,공립,본교,운영,부산광역시 해운대구 재송동 1033-1,부산광역시 해운대구 재반로 171,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.19344143,129.1296328,2021-03-25,7001220,한국교원대학교
B000005164,묘장초등학교,초등학교,1968-10-04,공립,본교,운영,강원도 철원군 철원읍 대마리 192-5,강원도 철원군 철원읍 묘장로 344,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2020-09-22,38.26408626,127.1648028,2021-03-25,7001220,한국교원대학교
B000002143,서울마천초등학교,초등학교,1978-05-04,공립,본교,운영,서울특별시 송파구 마천동 183-4,서울특별시 송파구 마천로61다길 24,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.49550545,127.1526295,2021-03-25,7001220,한국교원대학교
B000007670,삼방초등학교,초등학교,1992-03-01,공립,본교,운영,경상남도 김해시 삼방동 675,경상남도 김해시 삼안로235번길 20,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.24892927,128.9077058,2021-03-25,7001220,한국교원대학교
B000011547,소양고등학교,고등학교,1910-04-29,공립,본교,운영,강원도 춘천시 사농동 122,강원도 춘천시 영서로 2872,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2020-09-22,37.91001603,127.7232945,2021-03-25,7001220,한국교원대학교
