"시군구별","보험료분위별","가입자구분별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"음성군","1분위","공교","평균보험료","원","28305","28323","","32496","32130","32827","41810",
"음성군","1분위","공교","적용인구","명","7","7","","10","2","11","1",
"음성군","1분위","지역","세대수","세대","2697","2981","2891","2663","2697","2521","3182",
"음성군","1분위","지역","평균보험료","원","5520","5663","5698","5691","5755","5478","7369",
"음성군","1분위","지역","적용인구","명","3081","3439","3267","3001","3061","3267","4037",
"음성군","2분위","계","세대수","세대","5335","5114","5194","5575","6012","7663","7291",
"음성군","2분위","계","평균보험료","원","25624","28102","29345","30701","31647","30401","37232",
"음성군","2분위","계","적용인구","명","8148","7800","7873","8155","8602","10864","10313",
"음성군","2분위","직장","가입자","명","3447","3605","3566","3735","3961","4193","4558",
"음성군","2분위","직장","평균보험료","원","32465","34524","36677","39034","41031","47020","53076",
"음성군","2분위","직장","적용인구","명","5644","5819","5765","5778","6026","6180","6716",
"음성군","2분위","근로자","가입자","명","3434","3588","3559","3716","3945","4167","4518",
"음성군","2분위","근로자","평균보험료","원","32464","34513","36677","39029","41033","47020","53077",
"음성군","2분위","근로자","적용인구","명","5619","5798","5752","5751","6007","6145","6661",
"음성군","2분위","공교","가입자","명","13","17","7","19","16","26","40",
"음성군","2분위","공교","평균보험료","원","32831","36805","36480","40002","40595","46998","53028",
"음성군","2분위","공교","적용인구","명","25","21","13","27","19","35","55",
"음성군","2분위","지역","세대수","세대","1888","1509","1628","1840","2051","3470","2733",
"음성군","2분위","지역","평균보험료","원","13132","12759","13284","13785","13525","10320","10808",
"음성군","2분위","지역","적용인구","명","2504","1981","2108","2377","2576","4684","3597",
"음성군","3분위","계","세대수","세대","4893","5233","5307","5618","5663","4313","5117",
"음성군","3분위","계","평균보험료","원","34631","36583","38354","40456","42528","51522","50606",
"음성군","3분위","계","적용인구","명","8057","8551","8498","8832","8776","6678","7607",
"음성군","3분위","직장","가입자","명","3581","3918","3962","4254","4407","4144","4098",
"음성군","3분위","직장","평균보험료","원","39545","41950","43888","45990","48103","53059","58878",
"음성군","3분위","직장","적용인구","명","5947","6519","6377","6769","6847","6404","6097",
"음성군","3분위","근로자","가입자","명","3556","3881","3925","4227","4354","4114","4039",
"음성군","3분위","근로자","평균보험료","원","39548","41948","43888","45987","48093","53054","58872",
"음성군","3분위","근로자","적용인구","명","5906","6450","6313","6720","6765","6360","6009",
"음성군","3분위","공교","가입자","명","25","37","37","27","53","30","59",
"음성군","3분위","공교","평균보험료","원","39096","42256","43899","46511","48880","53821","59276",
"음성군","3분위","공교","적용인구","명","41","69","64","49","82","44","88",
"음성군","3분위","지역","세대수","세대","1312","1315","1345","1364","1256","169","1019",
"음성군","3분위","지역","평균보험료","원","21220","20590","22052","23195","22968","13814","17340",
"음성군","3분위","지역","적용인구","명","2110","2032","2121","2063","1929","274","1510",
"음성군","4분위","계","세대수","세대","5681","6175","6401","6450","6226","6228","5650",
"음성군","4분위","계","평균보험료","원","43017","45084","47388","49124","51458","50005","57711",
"음성군","4분위","계","적용인구","명","9459","10367","10368","10302","9840","9435","8372",
"음성군","4분위","직장","가입자","명","4107","4518","4788","4589","4516","4564","4415",
"음성군","4분위","직장","평균보험료","원","47317","50126","52040","54595","57274","60874","66469",
"음성군","4분위","직장","적용인구","명","6760","7500","7667","7226","7048","6902","6409",
"음성군","4분위","근로자","가입자","명","4065","4457","4667","4512","4467","4485","4362",
"음성군","4분위","근로자","평균보험료","원","47318","50130","52051","54593","57269","60888","66469",
"음성군","4분위","근로자","적용인구","명","6691","7395","7470","7095","6962","6795","6331",
"음성군","4분위","공교","가입자","명","42","61","121","77","49","79","53",
"음성군","4분위","공교","평균보험료","원","47269","49880","51597","54715","57716","60038","66428",
"음성군","4분위","공교","적용인구","명","69","105","197","131","86","107","78",
"음성군","4분위","지역","세대수","세대","1574","1657","1613","1861","1710","1664","1235",
"음성군","4분위","지역","평균보험료","원","31795","31337","33578","35632","36100","20195","26402",
"음성군","4분위","지역","적용인구","명","2699","2867","2701","3076","2792","2533","1963",
"음성군","5분위","계","세대수","세대","6204","6109","6543","6814","6705","6621","7063",
"음성군","5분위","계","평균보험료","원","53862","56792","59427","62281","64661","63693","69861",
"음성군","5분위","계","적용인구","명","11483","11223","11532","11748","11231","10531","11048",
"음성군","5분위","직장","가입자","명","4380","4443","4832","5135","5011","5040","5322",
"음성군","5분위","직장","평균보험료","원","56948","60273","62368","64790","67473","71563","77474",
"음성군","5분위","직장","적용인구","명","7833","7823","8105","8412","8035","7795","7981",
"음성군","5분위","근로자","가입자","명","4308","4379","4753","5045","4940","4965","5240",
"음성군","5분위","근로자","평균보험료","원","56947","60266","62374","64776","67458","71551","77466",
"음성군","5분위","근로자","적용인구","명","7722","7723","7974","8266","7902","7665","7851",
"음성군","5분위","공교","가입자","명","72","64","79","90","71","75","82",
"음성군","5분위","공교","평균보험료","원","57021","60775","61965","65608","68475","72351","77982",
"음성군","5분위","공교","적용인구","명","111","100","131","146","133","130","130",
"음성군","5분위","지역","세대수","세대","1824","1666","1711","1679","1694","1581","1741",
"음성군","5분위","지역","평균보험료","원","46451","47508","51123","54607","56346","38604","46589",
"음성군","5분위","지역","적용인구","명","3650","3400","3427","3336","3196","2736","3067",
"음성군","6분위","계","세대수","세대","5335","5745","6141","6402","6849","7286","7707",
"음성군","6분위","계","평균보험료","원","68721","72096","75131","78557","81438","79348","87106",
"음성군","6분위","계","적용인구","명","11700","11990","12211","12517","12816","12771","12998",
"음성군","6분위","직장","가입자","명","3668","4052","4467","4747","5092","5386","5765",
"음성군","6분위","직장","평균보험료","원","69194","73247","75570","78389","81025","84862","91329",
"음성군","6분위","직장","적용인구","명","7650","8143","8642","9008","9202","9127","9246",
"음성군","6분위","근로자","가입자","명","3571","3912","4340","4585","4925","5229","5583",
"음성군","6분위","근로자","평균보험료","원","69155","73217","75526","78342","81008","84815","91290",
"음성군","6분위","근로자","적용인구","명","7471","7907","8402","8710","8945","8898","8974",
"음성군","6분위","공교","가입자","명","97","140","127","162","167","157","182",
"음성군","6분위","공교","평균보험료","원","70639","74090","77064","79731","81527","86438","92502",
"음성군","6분위","공교","적용인구","명","179","236","240","298","257","229","272",
"음성군","6분위","지역","세대수","세대","1667","1693","1674","1655","1757","1900","1942",
"음성군","6분위","지역","평균보험료","원","67679","69342","73961","79038","82635","63719","74571",
"음성군","6분위","지역","적용인구","명","4050","3847","3569","3509","3614","3644","3752",
"음성군","7분위","계","세대수","세대","4974","5273","5518","5961","6095","6419","7559",
"음성군","7분위","계","평균보험료","원","87678","91704","94968","98449","101938","100545","107717",
"음성군","7분위","계","적용인구","명","12401","12884","13021","13593","13170","12840","13389",
"음성군","7분위","직장","가입자","명","3050","3415","3661","4121","4308","4697","4887",
"음성군","7분위","직장","평균보험료","원","84994","90329","92790","95900","99159","103099","110082",
"음성군","7분위","직장","적용인구","명","7675","8488","8607","9315","9270","9446","9523",
"음성군","7분위","근로자","가입자","명","2881","3222","3479","3944","4105","4461","4687",
"음성군","7분위","근로자","평균보험료","원","84973","90309","92749","95885","99171","103063","110076",
"음성군","7분위","근로자","적용인구","명","7301","8031","8264","8951","8850","9016","9178",
"음성군","7분위","공교","가입자","명","169","193","182","177","203","236","200",
"음성군","7분위","공교","평균보험료","원","85347","90677","93578","96229","98918","103793","110208",
"음성군","7분위","공교","적용인구","명","374","457","343","364","420","430","345",
"음성군","7분위","지역","세대수","세대","1924","1858","1857","1840","1787","1722","2672",
"음성군","7분위","지역","평균보험료","원","91934","94230","99261","104159","108638","93578","103391",
"음성군","7분위","지역","적용인구","명","4726","4396","4414","4278","3900","3394","3866",
"음성군","8분위","계","세대수","세대","3448","3765","3999","4304","4588","4664","4764",
"음성군","8분위","계","평균보험료","원","113057","117915","121779","126187","129726","129005","136093",
"음성군","8분위","계","적용인구","명","9628","10508","10698","11122","11609","11227","10966",
"음성군","8분위","직장","가입자","명","2076","2398","2685","2967","3332","3347","3330",
"음성군","8분위","직장","평균보험료","원","106955","113931","117028","120945","124892","129400","137146",
"음성군","8분위","직장","적용인구","명","6144","7120","7563","8061","8741","8384","8059",
"음성군","8분위","근로자","가입자","명","1888","2120","2411","2697","3045","3071","3067",
"음성군","8분위","근로자","평균보험료","원","106662","113580","116870","120794","124591","129138","136969",
"음성군","8분위","근로자","적용인구","명","5572","6234","6740","7293","7992","7685","7395",
"음성군","8분위","공교","가입자","명","188","278","274","270","287","276","263",
"음성군","8분위","공교","평균보험료","원","109901","116603","118417","122453","128092","132306","139205",
"음성군","8분위","공교","적용인구","명","572","886","823","768","749","699","664",
"음성군","8분위","지역","세대수","세대","1372","1367","1314","1337","1256","1317","1434",
"음성군","8분위","지역","평균보험료","원","122288","124905","131488","137821","142551","128002","133649",
"음성군","8분위","지역","적용인구","명","3484","3388","3135","3061","2868","2843","2907",
"음성군","9분위","계","세대수","세대","2095","2489","2605","2704","2982","3115","3355",
"음성군","9분위","계","평균보험료","원","150662","156705","161121","167233","172045","173586","183147",
"음성군","9분위","계","적용인구","명","6387","7456","7800","7852","8282","8236","8551",
"음성군","9분위","직장","가입자","명","1262","1592","1733","1844","2038","2020","2143",
"음성군","9분위","직장","평균보험료","원","142949","150800","155058","160510","164894","170746","180387",
"음성군","9분위","직장","적용인구","명","4265","5177","5685","5821","6138","5863","5935",
"음성군","9분위","근로자","가입자","명","976","1127","1261","1369","1574","1562","1699",
"음성군","9분위","근로자","평균보험료","원","142838","150267","154237","159683","163317","169086","178806",
"음성군","9분위","근로자","적용인구","명","3225","3569","4071","4211","4587","4403","4541",
"음성군","9분위","공교","가입자","명","286","465","472","475","464","458","444",
"음성군","9분위","공교","평균보험료","원","143327","152090","157250","162892","170245","176411","186434",
"음성군","9분위","공교","적용인구","명","1040","1608","1614","1610","1551","1460","1394",
"음성군","9분위","지역","세대수","세대","833","897","872","860","944","1095","1212",
"음성군","9분위","지역","평균보험료","원","162347","167186","173172","181649","187483","178826","188028",
"음성군","9분위","지역","적용인구","명","2122","2279","2115","2031","2144","2373","2616",
"음성군","10분위","계","세대수","세대","1264","1484","1592","1672","1812","1958","2040",
"음성군","10분위","계","평균보험료","원","255969","294990","268606","283499","289721","318567","325662",
"음성군","10분위","계","적용인구","명","3703","4186","4537","4639","4905","5202","5187",
"음성군","10분위","직장","가입자","명","649","754","819","916","983","1070","1116",
"음성군","10분위","직장","평균보험료","원","260133","331319","262431","282465","292099","309667","316552",
"음성군","10분위","직장","적용인구","명","2081","2295","2547","2711","2832","2977","3023",
"음성군","10분위","근로자","가입자","명","561","656","699","771","804","892","937",
"음성군","10분위","근로자","평균보험료","원","270732","350063","272839","296192","309276","326878","332130",
"음성군","10분위","근로자","적용인구","명","1798","1995","2161","2270","2273","2435","2499",
"음성군","10분위","공교","가입자","명","88","98","120","145","179","178","179",
"음성군","10분위","공교","평균보험료","원","192568","205848","201809","209475","214944","223419","235008",
"음성군","10분위","공교","적용인구","명","283","300","386","441","559","542","524",
"음성군","10분위","지역","세대수","세대","615","730","773","756","829","888","924",
"음성군","10분위","지역","평균보험료","원","251573","257467","275148","284753","286902","329291","336666",
"음성군","10분위","지역","적용인구","명","1622","1891","1990","1928","2073","2225","2164",
"단양군","계","계","세대수","세대","12112","12494","12510","12815","13094","13506","13696",
"단양군","계","계","평균보험료","원","58613","63257","68070","70925","74000","73471","79306",
"단양군","계","계","적용인구","명","24626","25302","24833","24785","24701","24708","24312",
"단양군","계","직장","가입자","명","6375","6810","6893","7230","7502","7686","7827",
"단양군","계","직장","평균보험료","원","66737","73739","78192","81145","84465","88777","95381",
"단양군","계","직장","적용인구","명","14406","15252","15103","15286","15284","15113","14950",
"단양군","계","근로자","가입자","명","5719","5810","5887","6225","6459","6640","6719",
"단양군","계","근로자","평균보험료","원","61795","66351","70531","73677","76849","81253","87917",
"단양군","계","근로자","적용인구","명","12517","12425","12320","12572","12561","12494","12314",
"단양군","계","공교","가입자","명","656","1000","1006","1005","1043","1046","1108",
"단양군","계","공교","평균보험료","원","109818","116665","123024","127403","131634","136542","140643",
"단양군","계","공교","적용인구","명","1889","2827","2783","2714","2723","2619","2636",
"단양군","계","지역","세대수","세대","5737","5684","5617","5585","5592","5820","5869",
"단양군","계","지역","평균보험료","원","49585","50697","55649","57695","59960","53258","57870",
"단양군","계","지역","적용인구","명","10220","10050","9730","9499","9417","9595","9362",
"단양군","1분위","계","세대수","세대","2265","2407","2186","2224","2347","2192","2372",
"단양군","1분위","계","평균보험료","원","12305","12971","13561","14128","14399","14695","16002",
"단양군","1분위","계","적용인구","명","3247","3397","3075","3111","3196","3048","3234",
"단양군","1분위","직장","가입자","명","869","996","869","886","928","845","868",
"단양군","1분위","직장","평균보험료","원","23273","23628","25631","27024","27896","29679","32536",
"단양군","1분위","직장","적용인구","명","1677","1817","1595","1585","1608","1421","1403",
"단양군","1분위","근로자","가입자","명","864","994","865","884","925","843","867",
"단양군","1분위","근로자","평균보험료","원","23254","23619","25604","27012","27874","29677","32533",
"단양군","1분위","근로자","적용인구","명","1668","1811","1586","1582","1602","1419","1402",
"단양군","1분위","공교","가입자","명","5","2","4","2","3","2","1",
"단양군","1분위","공교","평균보험료","원","26510","27860","31488","32455","34610","30525","35250",
"단양군","1분위","공교","적용인구","명","9","6","9","3","6","2","1",
"단양군","1분위","지역","세대수","세대","1396","1411","1317","1338","1419","1347","1504",
"단양군","1분위","지역","평균보험료","원","5477","5449","5597","5588","5572","5295","6460",
"단양군","1분위","지역","적용인구","명","1570","1580","1480","1526","1588","1627","1831",
"단양군","2분위","계","세대수","세대","1375","1210","1305","1362","1392","1917","1697",
"단양군","2분위","계","평균보험료","원","24154","25232","26771","28551","30624","27684","34512",
"단양군","2분위","계","적용인구","명","2276","2011","2122","2205","2170","2912","2526",
"단양군","2분위","직장","가입자","명","772","694","752","804","866","921","962",
"단양군","2분위","직장","평균보험료","원","32692","34431","36554","38707","40814","46352","52496",
"단양군","2분위","직장","적용인구","명","1403","1283","1333","1396","1445","1456","1494",
"단양군","2분위","근로자","가입자","명","766","677","738","796","863","915","935",
"단양군","2분위","근로자","평균보험료","원","32692","34474","36540","38712","40817","46352","52495",
"단양군","2분위","근로자","적용인구","명","1389","1258","1304","1379","1440","1444","1451",
"단양군","2분위","공교","가입자","명","6","17","14","8","3","6","27",
"단양군","2분위","공교","평균보험료","원","32715","32741","37264","38148","39950","46332","52543",
"단양군","2분위","공교","적용인구","명","14","25","29","17","5","12","43",
"단양군","2분위","지역","세대수","세대","603","516","553","558","526","996","735",
"단양군","2분위","지역","평균보험료","원","13223","12858","13468","13917","13849","10422","10972",
"단양군","2분위","지역","적용인구","명","873","728","789","809","725","1456","1032",
"단양군","3분위","계","세대수","세대","1309","1278","1307","1356","1398","1042","1275",
"단양군","3분위","계","평균보험료","원","32306","33097","35488","37652","40275","50844","47739",
"단양군","3분위","계","적용인구","명","2359","2262","2228","2144","2193","1613","1968",
"단양군","3분위","직장","가입자","명","792","749","819","862","976","992","933",
"단양군","3분위","직장","평균보험료","원","39480","41960","43609","45869","47764","52712","58911",
"단양군","3분위","직장","적용인구","명","1480","1376","1441","1405","1541","1534","1453",
"단양군","3분위","근로자","가입자","명","776","726","803","849","948","972","916",
"단양군","3분위","근로자","평균보험료","원","39469","41906","43567","45853","47709","52697","58890",
"단양군","3분위","근로자","적용인구","명","1459","1336","1412","1381","1497","1504","1433",
"단양군","3분위","공교","가입자","명","16","23","16","13","28","20","17",
"단양군","3분위","공교","평균보험료","원","40029","43665","45753","46935","49634","53453","60064",
"단양군","3분위","공교","적용인구","명","21","40","29","24","44","30","20",
"단양군","3분위","지역","세대수","세대","517","529","488","494","422","50","342",
"단양군","3분위","지역","평균보험료","원","21316","20549","21857","23315","22955","13784","17261",
"단양군","3분위","지역","적용인구","명","879","886","787","739","652","79","515",
"단양군","4분위","계","세대수","세대","1464","1462","1475","1565","1567","1630","1435",
"단양군","4분위","계","평균보험료","원","40277","41954","44000","46403","47876","44192","51660",
"단양군","4분위","계","적용인구","명","2725","2666","2615","2691","2678","2606","2259",
"단양군","4분위","직장","가입자","명","815","847","844","901","885","962","914",
"단양군","4분위","직장","평균보험료","원","46999","49723","52083","54288","56821","60510","66236",
"단양군","4분위","직장","적용인구","명","1637","1619","1558","1585","1498","1566","1468",
"단양군","4분위","근로자","가입자","명","776","814","786","838","829","880","839",
"단양군","4분위","근로자","평균보험료","원","47026","49696","52073","54293","56816","60468","66220",
"단양군","4분위","근로자","적용인구","명","1568","1569","1470","1496","1424","1456","1363",
"단양군","4분위","공교","가입자","명","39","33","58","63","56","82","75",
"단양군","4분위","공교","평균보험료","원","46464","50390","52216","54224","56892","60957","66413",
"단양군","4분위","공교","적용인구","명","69","50","88","89","74","110","105",
"단양군","4분위","지역","세대수","세대","649","615","631","664","682","668","521",
"단양군","4분위","지역","평균보험료","원","31835","31254","33189","35703","36270","20692","26090",
"단양군","4분위","지역","적용인구","명","1088","1047","1057","1106","1180","1040","791",
"단양군","5분위","계","세대수","세대","1376","1462","1376","1393","1444","1499","1706",
"단양군","5분위","계","평균보험료","원","51846","53426","55959","59649","61796","56006","62263",
"단양군","5분위","계","적용인구","명","2858","2938","2629","2614","2694","2640","2929",
"단양군","5분위","직장","가입자","명","667","702","643","691","748","787","884",
"단양군","5분위","직장","평균보험료","원","57150","60096","62216","64551","67112","71293","77358",
"단양군","5분위","직장","적용인구","명","1357","1363","1189","1252","1346","1357","1456",
"단양군","5분위","근로자","가입자","명","624","632","603","650","691","736","797",
"단양군","5분위","근로자","평균보험료","원","57155","60085","62136","64513","67092","71339","77249",
"단양군","5분위","근로자","적용인구","명","1288","1244","1123","1188","1246","1289","1326",
"단양군","5분위","공교","가입자","명","43","70","40","41","57","51","87",
"단양군","5분위","공교","평균보험료","원","57072","60199","63423","65149","67362","70627","78360",
"단양군","5분위","공교","적용인구","명","69","119","66","64","100","68","130",
"단양군","5분위","지역","세대수","세대","709","760","733","702","696","712","822",
"단양군","5분위","지역","평균보험료","원","46856","47264","50470","54824","56082","39109","46030",
"단양군","5분위","지역","적용인구","명","1501","1575","1440","1362","1348","1283","1473",
"단양군","6분위","계","세대수","세대","1353","1388","1340","1306","1281","1446","1451",
"단양군","6분위","계","평균보험료","원","68543","71608","74553","78383","81137","74442","83509",
"단양군","6분위","계","적용인구","명","3027","3086","2868","2741","2589","2837","2684",
"단양군","6분위","직장","가입자","명","676","719","733","718","695","741","800",
"단양군","6분위","직장","평균보험료","원","69546","73520","75667","78534","81356","85018","91240",
"단양군","6분위","직장","적용인구","명","1457","1564","1536","1472","1343","1401","1444",
"단양군","6분위","근로자","가입자","명","599","620","649","628","582","649","678",
"단양군","6분위","근로자","평균보험료","원","69342","73262","75442","78435","81391","85004","91360",
"단양군","6분위","근로자","적용인구","명","1286","1351","1384","1324","1167","1255","1261",
"단양군","6분위","공교","가입자","명","77","99","84","90","113","92","122",
"단양군","6분위","공교","평균보험료","원","71137","75139","77399","79221","81173","85114","90577",
"단양군","6분위","공교","적용인구","명","171","213","152","148","176","146","183",
"단양군","6분위","지역","세대수","세대","677","669","607","588","586","705","651",
"단양군","6분위","지역","평균보험료","원","67541","69553","73207","78199","80878","63325","74008",
"단양군","6분위","지역","적용인구","명","1570","1522","1332","1269","1246","1436","1240",
"단양군","7분위","계","세대수","세대","1017","1068","1201","1219","1216","1188","1084",
"단양군","7분위","계","평균보험료","원","88058","91950","95115","99447","102915","98608","107054",
"단양군","7분위","계","적용인구","명","2450","2553","2771","2720","2630","2399","2094",
"단양군","7분위","직장","가입자","명","546","600","671","724","703","689","678",
"단양군","7분위","직장","평균보험료","원","85053","90369","92593","96464","99180","102806","110043",
"단양군","7분위","직장","적용인구","명","1395","1487","1618","1659","1573","1457","1376",
"단양군","7분위","근로자","가입자","명","459","461","517","568","564","546","549",
"단양군","7분위","근로자","평균보험료","원","84965","90240","92482","96217","98675","102430","109600",
"단양군","7분위","근로자","적용인구","명","1178","1116","1239","1283","1237","1147","1106",
"단양군","7분위","공교","가입자","명","87","139","154","156","139","143","129",
"단양군","7분위","공교","평균보험료","원","85515","90796","92966","97365","101232","104241","111930",
"단양군","7분위","공교","적용인구","명","217","371","379","376","336","310","270",
"단양군","7분위","지역","세대수","세대","471","468","530","495","513","499","406",
"단양군","7분위","지역","평균보험료","원","91542","93976","98308","103810","108032","92811","102061",
"단양군","7분위","지역","적용인구","명","1055","1066","1153","1061","1057","942","718",
"단양군","8분위","계","세대수","세대","807","905","898","910","931","980","1062",
"단양군","8분위","계","평균보험료","원","114764","119166","122932","127840","131283","129876","136099",
"단양군","8분위","계","적용인구","명","2101","2306","2268","2208","2162","2207","2348",
"단양군","8분위","직장","가입자","명","444","536","550","565","600","622","678",
"단양군","8분위","직장","평균보험료","원","108157","114841","118118","121997","125010","130446","137381",
"단양군","8분위","직장","적용인구","명","1286","1511","1537","1512","1513","1558","1633",
"단양군","8분위","근로자","가입자","명","329","333","355","384","422","430","482",
"단양군","8분위","근로자","평균보험료","원","107474","113969","117572","121661","124507","130213","136998",
"단양군","8분위","근로자","적용인구","명","909","892","957","973","1009","1053","1129",
"단양군","8분위","공교","가입자","명","115","203","195","181","178","192","196",
"단양군","8분위","공교","평균보험료","원","110111","116272","119113","122708","126205","130967","138322",
"단양군","8분위","공교","적용인구","명","377","619","580","539","504","505","504",
"단양군","8분위","지역","세대수","세대","363","369","348","345","331","358","384",
"단양군","8분위","지역","평균보험료","원","122845","125449","130541","137409","142654","128885","133835",
"단양군","8분위","지역","적용인구","명","815","795","731","696","649","649","715",
"단양군","9분위","계","세대수","세대","779","882","877","925","930","1009","998",
"단양군","9분위","계","평균보험료","원","150610","156406","161366","166481","172518","175635","184825",
"단양군","9분위","계","적용인구","명","2451","2738","2576","2698","2671","2758","2610",
"단양군","9분위","직장","가입자","명","562","672","631","699","696","726","694",
"단양군","9분위","직장","평균보험료","원","145617","153216","157011","161918","167329","174697","183522",
"단양군","9분위","직장","적용인구","명","1944","2254","2028","2200","2138","2140","2027",
"단양군","9분위","근로자","가입자","명","347","319","271","318","322","356","333",
"단양군","9분위","근로자","평균보험료","원","145420","155100","157990","161727","166128","173253","181996",
"단양군","9분위","근로자","적용인구","명","1178","1081","848","962","941","967","907",
"단양군","9분위","공교","가입자","명","215","353","360","381","374","370","361",
"단양군","9분위","공교","평균보험료","원","145934","151514","156275","162078","168363","176085","184929",
"단양군","9분위","공교","적용인구","명","766","1173","1180","1238","1197","1173","1120",
"단양군","9분위","지역","세대수","세대","217","210","246","226","234","283","304",
"단양군","9분위","지역","평균보험료","원","163542","166615","172535","180594","187953","178041","187799",
"단양군","9분위","지역","적용인구","명","507","484","548","498","533","618","583",
"단양군","10분위","계","세대수","세대","367","432","545","555","588","603","616",
"단양군","10분위","계","평균보험료","원","228900","239448","243400","248484","272487","279892","295823",
"단양군","10분위","계","적용인구","명","1132","1345","1681","1653","1718","1688","1660",
"단양군","10분위","직장","가입자","명","232","295","381","380","405","401","416",
"단양군","10분위","직장","평균보험료","원","211137","228499","230720","237424","265654","264755","278372",
"단양군","10분위","직장","적용인구","명","770","978","1268","1220","1279","1223","1196",
"단양군","10분위","근로자","가입자","명","179","234","300","310","313","313","323",
"단양군","10분위","근로자","평균보험료","원","218629","236679","237973","243642","279907","275994","289795",
"단양군","10분위","근로자","적용인구","명","594","767","997","1004","998","960","936",
"단양군","10분위","공교","가입자","명","53","61","81","70","92","88","93",
"단양군","10분위","공교","평균보험료","원","185832","197117","203857","209886","217164","224780","238698",
"단양군","10분위","공교","적용인구","명","176","211","271","216","281","263","260",
"단양군","10분위","지역","세대수","세대","135","137","164","175","183","202","200",
"단양군","10분위","지역","평균보험료","원","259425","263026","272857","272499","287609","309942","332121",
"단양군","10분위","지역","적용인구","명","362","367","413","433","439","465","464",
"충남","계","계","세대수","세대","840067","879038","900547","929659","964416","1001142","1045828",
"충남","계","계","평균보험료","원","78380","84120","86649","89610","92631","1370968","100198",
"충남","계","계","적용인구","명","1867860","1937941","1945010","1969205","1998212","2010803","2031758",
"충남","계","직장","가입자","명","524032","560042","583361","609132","637126","664247","690591",
"충남","계","직장","평균보험료","원","83240","91006","92424","95138","98590","1548075","111213",
"충남","계","직장","적용인구","명","1254856","1326756","1349954","1375509","1403250","1416155","1428373",
"충남","계","근로자","가입자","명","487896","510210","533110","557945","585614","611747","636568",
"충남","계","근로자","평균보험료","원","80203","86986","88181","90818","94239","1441483","107209",
"충남","계","근로자","적용인구","명","1148302","1185455","1210690","1237166","1267590","1284040","1297882",
"충남","계","공교","가입자","명","36136","49832","50251","51187","51512","52500","54023",
"충남","계","공교","평균보험료","원","124252","132173","137432","142222","148056","2428370","158392",
"충남","계","공교","적용인구","명","106554","141301","139264","138343","135660","132115","130491",
"충남","계","지역","세대수","세대","316035","318996","317186","320527","327290","336895","355237",
"충남","계","지역","평균보험료","원","70320","72030","76028","79104","81029","1097988","78784",
"충남","계","지역","적용인구","명","613004","611185","595056","593696","594962","594648","603385",
"충남","1분위","계","세대수","세대","95237","99347","99485","100572","104330","105343","115807",
"충남","1분위","계","평균보험료","원","15147","15221","16306","17051","17666","289613","20431",
"충남","1분위","계","적용인구","명","148824","151880","148821","147783","151455","155812","166374",
"충남","1분위","직장","가입자","명","50634","52237","54150","55784","58455","60650","63498",
"충남","1분위","직장","평균보험료","원","23618","23987","25238","26138","27002","462069","31441",
"충남","1분위","직장","적용인구","명","97716","97763","97129","96389","98839","99565","99816",
"충남","1분위","근로자","가입자","명","50444","52045","53987","55604","58262","60456","63403",
"충남","1분위","근로자","평균보험료","원","23611","23978","25232","26129","26993","461825","31433",
"충남","1분위","근로자","적용인구","명","97367","97430","96855","96119","98556","99230","99661",
"충남","1분위","공교","가입자","명","190","192","163","180","193","194","95",
"충남","1분위","공교","평균보험료","원","25471","26444","27400","28903","29745","481821","36457",
"충남","1분위","공교","적용인구","명","349","333","274","270","283","335","155",
"충남","1분위","지역","세대수","세대","44603","47110","45335","44788","45875","44693","52309",
"충남","1분위","지역","평균보험료","원","5530","5500","5638","5733","5769","90509","7066",
"충남","1분위","지역","적용인구","명","51108","54117","51692","51394","52616","56247","66558",
"충남","2분위","계","세대수","세대","87523","87215","90851","95082","98871","115762","114765",
"충남","2분위","계","평균보험료","원","24976","26463","28228","29925","30945","484650","36455",
"충남","2분위","계","적용인구","명","143673","141359","145021","149547","151591","176830","171232",
"충남","2분위","직장","가입자","명","53237","54688","57827","60867","62626","67404","69575",
"충남","2분위","직장","평균보험료","원","32568","34491","36636","38876","40877","743102","52506",
"충남","2분위","직장","적용인구","명","99435","99885","103294","105902","105700","110931","112030",
"충남","2분위","근로자","가입자","명","52721","54167","57446","60403","62108","66486","68459",
"충남","2분위","근로자","평균보험료","원","32567","34484","36632","38871","40873","743039","52522",
"충남","2분위","근로자","적용인구","명","98581","99056","102747","105195","104962","109642","110544",
"충남","2분위","공교","가입자","명","516","521","381","464","518","918","1116",
"충남","2분위","공교","평균보험료","원","32686","35267","37208","39532","41374","747852","51566",
"충남","2분위","공교","적용인구","명","854","829","547","707","738","1289","1486",
"충남","2분위","지역","세대수","세대","34286","32527","33024","34215","36245","48358","45190",
"충남","2분위","지역","평균보험료","원","13187","12966","13506","14001","13784","170578","11743",
"충남","2분위","지역","적용인구","명","44238","41474","41727","43645","45891","65899","59202",
"충남","3분위","계","세대수","세대","80074","83519","86102","88883","92590","87366","95612",
"충남","3분위","계","평균보험료","원","32700","34528","36236","38244","39640","728996","45188",
"충남","3분위","계","적용인구","명","136877","142249","141858","143483","146907","135372","145829",
"충남","3분위","직장","가입자","명","51395","55214","57271","59877","62472","63278","65500",
"충남","3분위","직장","평균보험료","원","39476","41874","43767","45917","48103","845426","58874",
